Requestor GPN,EmployeeStatusDesc,Country,Designation,Badge Type,Badge Status,Domain,Sub Domain,Key-Badge_SD,Badge Classification,Badge earned,Department,Initiate a badge date,Time Lapse
GPN 13550,Active,Country 3,Rank 8,Bronze,Approved,Sector,Insurance,InsuranceBronze,BUSINESS,5/20/2020,SL 20,8/12/2019,282
GPN 13551,Active,Country 3,Rank 8,Bronze,Approved,Analytics,Data science,Data scienceBronze,TECHNOLOGY,4/22/2020,SL 26,4/9/2020,13
GPN 13552,Active,Country 3,Rank 8,Bronze,Approved,Analytics,Data visualization,Data visualizationBronze,TECHNOLOGY,4/30/2020,SL 2,4/30/2020,0
GPN 13553,Active,Country 3,Rank 8,Bronze,Approved,Emerging Technology,Robotic process automation,Robotic process automationBronze,TECHNOLOGY,2/7/2019,SL 26,1/14/2019,24
GPN 13554,Active,Country 3,Rank 9,Bronze,Approved,Analytics,Data platform,Data platformBronze,TECHNOLOGY,5/16/2019,SL 20,11/29/2018,168
GPN 13555,Active,Country 3,Rank 9,Bronze,Approved,Analytics,Data science,Data scienceBronze,TECHNOLOGY,7/19/2018,SL 20,2/19/2018,150
GPN 13556,Active,Country 3,Rank 9,Bronze,Approved,Analytics,Data visualization,Data visualizationBronze,TECHNOLOGY,6/18/2020,SL 20,5/14/2020,35
GPN 13557,Active,Country 3,Rank 9,Silver,Approved,Analytics,Data science,Data scienceSilver,TECHNOLOGY,6/30/2020,SL 20,5/26/2020,35
GPN 13558,Active,Country 3,Rank 9,Bronze,Approved,Emerging Technology,Artificial intelligence,Artificial intelligenceBronze,TECHNOLOGY,4/11/2018,SL 20,4/9/2018,2
GPN 13559,Active,Country 3,Rank 8,Bronze,Approved,Emerging Technology,Robotic process automation,Robotic process automationBronze,TECHNOLOGY,5/22/2019,SL 26,3/18/2019,65
GPN 1356,Active,Country 3,Rank 1,Bronze,Approved,Analytics,Data visualization,Data visualizationBronze,TECHNOLOGY,11/7/2019,SL 9,10/25/2019,13
GPN 13560,Active,Country 3,Rank 15,Bronze,Approved,Analytics,Data visualization,Data visualizationBronze,TECHNOLOGY,6/11/2019,SL 20,6/10/2019,1
GPN 13561,Active,Country 3,Rank 9,Bronze,Approved,Analytics,Information strategy,Information strategyBronze,TECHNOLOGY,12/12/2019,SL 20,4/8/2019,248
GPN 13562,Active,Country 3,Rank 13,Platinum,Approved,Analytics,Data visualization,Data visualizationPlatinum,TECHNOLOGY,3/27/2020,SL 24,7/18/2019,253
GPN 13563,Active,Country 3,Rank 13,Bronze,Approved,Analytics,Data visualization,Data visualizationBronze,TECHNOLOGY,2/16/2018,SL 24,2/15/2018,1
GPN 13564,Active,Country 3,Rank 13,Bronze,Approved,Analytics,Data integration,Data integrationBronze,TECHNOLOGY,6/29/2020,SL 24,3/24/2020,97
GPN 13565,Active,Country 3,Rank 13,Bronze,Approved,Innovation,Agile,AgileBronze,BUSINESS,6/29/2020,SL 24,6/25/2020,4
GPN 13566,Terminated,Country 3,Rank 8,Bronze,Approved,Analytics,Data integration,Data integrationBronze,TECHNOLOGY,5/31/2018,SL 20,5/31/2018,0
GPN 13567,Terminated,Country 3,Rank 8,Bronze,Approved,Analytics,Data visualization,Data visualizationBronze,TECHNOLOGY,3/16/2018,SL 20,2/19/2018,25
GPN 13568,Active,Country 3,Rank 14,Gold,Approved,Analytics,Data integration,Data integrationGold,TECHNOLOGY,6/21/2019,SL 9,7/11/2018,345
GPN 13569,Active,Country 3,Rank 9,Bronze,Approved,Sector,WAM - Financial products,WAM - Financial productsBronze,BUSINESS,3/4/2020,SL 20,11/26/2019,99
GPN 1357,Active,Country 3,Rank 9,Bronze,Approved,Digital,Digital,DigitalBronze,BUSINESS,5/13/2020,SL 20,1/20/2020,114
GPN 13570,Active,Country 3,Rank 8,Bronze,Approved,Transformative leadership,Teaming,TeamingBronze,LEADERSHIP,6/19/2020,SL 26,6/10/2020,9
GPN 13571,Active,Country 3,Rank 15,Bronze,Approved,Analytics,Data visualization,Data visualizationBronze,TECHNOLOGY,1/27/2020,SL 15,1/17/2020,10
GPN 13572,Active,Country 3,Rank 8,Silver,Approved,Analytics,Data integration,Data integrationSilver,TECHNOLOGY,7/8/2020,SL 20,5/12/2020,57
GPN 13573,Active,Country 3,Rank 8,Bronze,Approved,Emerging Technology,Artificial intelligence,Artificial intelligenceBronze,TECHNOLOGY,5/7/2020,SL 26,4/28/2020,9
GPN 13574,Active,Country 3,Rank 1,Bronze,Approved,Analytics,Data visualization,Data visualizationBronze,TECHNOLOGY,3/26/2020,SL 15,3/13/2020,13
GPN 13575,Active,Country 3,Rank 1,Bronze,Approved,Emerging Technology,Robotic process automation,Robotic process automationBronze,TECHNOLOGY,5/16/2020,SL 6,9/20/2019,239
GPN 13576,Active,Country 3,Rank 9,Bronze,Approved,Analytics,Data integration,Data integrationBronze,TECHNOLOGY,4/29/2020,SL 20,4/24/2020,5
GPN 13577,Active,Country 3,Rank 15,Bronze,Approved,Innovation,Design thinking,Design thinkingBronze,BUSINESS,3/16/2020,SL 20,1/20/2020,56
GPN 13578,Active,Country 3,Rank 8,Bronze,Approved,Analytics,Data visualization,Data visualizationBronze,TECHNOLOGY,5/16/2020,SL 26,9/17/2019,242
GPN 13579,Active,Country 3,Rank 9,Bronze,Approved,Emerging Technology,Blockchain,BlockchainBronze,TECHNOLOGY,12/20/2019,SL 26,8/1/2018,506
GPN 1358,Active,Country 3,Rank 9,Bronze,Approved,Sector,WAM - Wealth management,WAM - Wealth managementBronze,BUSINESS,1/3/2020,SL 20,11/12/2019,52
GPN 13580,Active,Country 3,Rank 8,Bronze,Approved,Analytics,Data integration,Data integrationBronze,TECHNOLOGY,7/2/2020,SL 2,4/16/2020,77
GPN 13581,Active,Country 3,Rank 9,Bronze,Approved,Analytics,Data integration,Data integrationBronze,TECHNOLOGY,4/23/2019,SL 20,4/15/2019,8
GPN 13582,Active,Country 3,Rank 9,Bronze,Approved,Innovation,Agile,AgileBronze,BUSINESS,3/2/2020,SL 20,1/29/2020,33
GPN 13583,Active,Country 3,Rank 9,Bronze,Approved,Sector,Insurance,InsuranceBronze,BUSINESS,5/15/2020,SL 20,5/4/2020,11
GPN 13584,Active,Country 3,Rank 9,Bronze,Approved,Innovation,Design thinking,Design thinkingBronze,BUSINESS,7/10/2020,SL 26,6/14/2020,26
GPN 13585,Active,Country 3,Rank 9,Bronze,Approved,Analytics,Data visualization,Data visualizationBronze,TECHNOLOGY,5/4/2020,SL 20,1/9/2020,116
GPN 13586,Active,Country 3,Rank 9,Bronze,Approved,Analytics,Data science,Data scienceBronze,TECHNOLOGY,6/17/2020,SL 26,1/20/2020,149
GPN 13587,Active,Country 3,Rank 9,Bronze,Approved,Analytics,Data visualization,Data visualizationBronze,TECHNOLOGY,6/12/2020,SL 20,5/27/2020,16
GPN 13588,Active,Country 3,Rank 9,Bronze,Approved,Analytics,Data integration,Data integrationBronze,TECHNOLOGY,3/3/2020,SL 20,1/27/2020,36
GPN 13589,Active,Country 3,Rank 1,Bronze,Approved,Analytics,Data visualization,Data visualizationBronze,TECHNOLOGY,3/9/2020,SL 15,2/29/2020,9
GPN 1359,Active,Country 3,Rank 9,Bronze,Approved,Sector,Insurance,InsuranceBronze,BUSINESS,5/27/2020,SL 20,5/16/2020,11
GPN 13590,Active,Country 3,Rank 8,Bronze,Approved,Emerging Technology,Robotic process automation,Robotic process automationBronze,TECHNOLOGY,6/30/2020,SL 26,5/18/2020,43
GPN 13591,Active,Country 3,Rank 9,Bronze,Approved,Emerging Technology,Artificial intelligence,Artificial intelligenceBronze,TECHNOLOGY,5/24/2019,SL 20,4/29/2019,25
GPN 13592,Active,Country 3,Rank 9,Bronze,Approved,Sector,Power & Utilities,Power & UtilitiesBronze,BUSINESS,1/24/2020,SL 20,1/13/2020,11
GPN 13593,Active,Country 3,Rank 8,Bronze,Approved,Analytics,Data visualization,Data visualizationBronze,TECHNOLOGY,6/21/2018,SL 20,6/20/2018,1
GPN 13594,Active,Country 3,Rank 8,Bronze,Approved,Innovation,Agile,AgileBronze,BUSINESS,1/16/2020,SL 20,12/13/2019,34
GPN 13595,Active,Country 3,Rank 9,Bronze,Approved,Analytics,Data integration,Data integrationBronze,TECHNOLOGY,3/6/2020,SL 20,2/28/2020,7
GPN 13596,Active,Country 3,Rank 8,Bronze,Approved,Innovation,Agile,AgileBronze,BUSINESS,4/18/2020,SL 20,1/24/2020,85
GPN 13597,Active,Country 3,Rank 9,Bronze,Approved,Analytics,Data visualization,Data visualizationBronze,TECHNOLOGY,11/11/2019,SL 20,11/5/2019,6
GPN 13598,Active,Country 3,Rank 9,Bronze,Approved,Analytics,Data visualization,Data visualizationBronze,TECHNOLOGY,2/26/2019,SL 26,2/22/2019,4
GPN 13599,Active,Country 3,Rank 9,Silver,Approved,Analytics,Data visualization,Data visualizationSilver,TECHNOLOGY,6/30/2020,SL 26,1/10/2020,172
GPN 136,Active,Country 3,Rank 9,Bronze,Approved,Emerging Technology,Robotic process automation,Robotic process automationBronze,TECHNOLOGY,4/20/2020,SL 20,1/13/2020,98
GPN 1360,Active,Country 3,Rank 8,Bronze,Approved,Analytics,Data visualization,Data visualizationBronze,TECHNOLOGY,6/29/2018,SL 20,6/28/2018,1
GPN 13600,Active,Country 3,Rank 8,Bronze,Approved,Innovation,Design thinking,Design thinkingBronze,BUSINESS,7/7/2020,SL 20,4/17/2020,81
GPN 13601,Active,Country 3,Rank 9,Bronze,Approved,Analytics,Data integration,Data integrationBronze,TECHNOLOGY,3/2/2020,SL 2,2/19/2020,12
GPN 13602,Active,Country 3,Rank 8,Bronze,Approved,Sector,Insurance,InsuranceBronze,BUSINESS,4/3/2020,SL 20,11/25/2019,130
GPN 13603,Active,Country 3,Rank 9,Bronze,Approved,Innovation,Design thinking,Design thinkingBronze,BUSINESS,5/5/2020,SL 20,2/11/2020,84
GPN 13604,Active,Country 3,Rank 9,Bronze,Approved,Sector,Insurance,InsuranceBronze,BUSINESS,4/29/2020,SL 20,4/27/2020,2
GPN 13605,Terminated,Country 3,Rank 9,Bronze,Approved,Analytics,Data visualization,Data visualizationBronze,TECHNOLOGY,6/13/2018,SL 20,5/28/2018,16
GPN 13606,Active,Country 3,Rank 15,Bronze,Approved,Innovation,Agile,AgileBronze,BUSINESS,3/13/2020,SL 2,10/31/2019,134
GPN 13607,Active,Country 3,Rank 9,Bronze,Approved,Emerging Technology,Blockchain,BlockchainBronze,TECHNOLOGY,12/3/2019,SL 20,10/13/2019,51
GPN 13608,Active,Country 3,Rank 14,Bronze,Approved,Emerging Technology,Artificial intelligence,Artificial intelligenceBronze,TECHNOLOGY,9/3/2018,SL 6,6/27/2018,68
GPN 13609,Active,Country 3,Rank 1,Bronze,Approved,Cybersecurity,Cybersecurity,CybersecurityBronze,TECHNOLOGY,3/23/2020,SL 15,12/3/2019,111
GPN 1361,Active,Country 3,Rank 8,Bronze,Approved,Emerging Technology,Artificial intelligence,Artificial intelligenceBronze,TECHNOLOGY,5/31/2019,SL 20,3/25/2019,67
GPN 13610,Active,Country 3,Rank 8,Bronze,Approved,Analytics,Data integration,Data integrationBronze,TECHNOLOGY,4/21/2020,SL 2,4/15/2020,6
GPN 13611,Active,Country 3,Rank 8,Bronze,Approved,Digital,Digital,DigitalBronze,BUSINESS,3/7/2019,SL 20,2/19/2019,16
GPN 13612,Active,Country 3,Rank 8,Bronze,Approved,Emerging Technology,Artificial intelligence,Artificial intelligenceBronze,TECHNOLOGY,3/27/2020,SL 20,10/15/2019,164
GPN 13613,Active,Country 3,Rank 8,Bronze,Approved,Emerging Technology,Robotic process automation,Robotic process automationBronze,TECHNOLOGY,2/16/2018,SL 3,2/10/2018,6
GPN 13614,Active,Country 3,Rank 8,Silver,Approved,Emerging Technology,Robotic process automation,Robotic process automationSilver,TECHNOLOGY,6/6/2018,SL 3,2/16/2018,110
GPN 13615,Active,Country 3,Rank 1,Bronze,Approved,Analytics,Data visualization,Data visualizationBronze,TECHNOLOGY,5/13/2020,SL 15,2/20/2020,83
GPN 13616,Active,Country 3,Rank 1,Bronze,Approved,Innovation,Agile,AgileBronze,BUSINESS,6/16/2020,SL 15,5/8/2020,39
GPN 13617,Active,Country 3,Rank 8,Bronze,Approved,Analytics,Information strategy,Information strategyBronze,TECHNOLOGY,12/3/2019,SL 2,5/27/2019,190
GPN 13618,Active,Country 3,Rank 9,Bronze,Approved,Analytics,Data integration,Data integrationBronze,TECHNOLOGY,6/30/2020,SL 26,5/12/2020,49
GPN 13619,Active,Country 3,Rank 9,Bronze,Approved,Analytics,Data visualization,Data visualizationBronze,TECHNOLOGY,5/18/2020,SL 20,3/26/2020,53
GPN 1362,Active,Country 3,Rank 8,Bronze,Approved,Digital,Digital,DigitalBronze,BUSINESS,1/20/2020,SL 20,5/9/2019,256
GPN 13620,Active,Country 3,Rank 1,Bronze,Approved,Innovation,Agile,AgileBronze,BUSINESS,2/27/2020,SL 15,12/16/2019,73
GPN 13621,Active,Country 3,Rank 9,Bronze,Approved,Analytics,Data integration,Data integrationBronze,TECHNOLOGY,11/27/2018,SL 20,7/4/2018,146
GPN 13622,Active,Country 3,Rank 9,Bronze,Approved,Innovation,Agile,AgileBronze,BUSINESS,3/26/2020,SL 26,1/25/2020,61
GPN 13623,Terminated,Country 3,Rank 9,Bronze,Approved,Sector,BCM - Corporate & Commercial Banking,BCM - Corporate & Commercial BankingBronze,BUSINESS,3/9/2020,SL 20,1/10/2020,59
GPN 13624,Active,Country 3,Rank 8,Bronze,Approved,Sector,WAM - Wealth management,WAM - Wealth managementBronze,BUSINESS,6/4/2020,SL 20,1/6/2020,150
GPN 13625,Active,Country 3,Rank 8,Bronze,Approved,Analytics,Data integration,Data integrationBronze,TECHNOLOGY,3/14/2018,SL 20,2/26/2018,16
GPN 13626,Active,Country 3,Rank 8,Silver,Approved,Analytics,Data integration,Data integrationSilver,TECHNOLOGY,9/24/2018,SL 20,4/3/2018,174
GPN 13627,Active,Country 3,Rank 8,Bronze,Approved,Analytics,Data visualization,Data visualizationBronze,TECHNOLOGY,7/3/2018,SL 20,7/3/2018,0
GPN 13628,Active,Country 3,Rank 8,Bronze,Approved,Innovation,Agile,AgileBronze,BUSINESS,4/20/2020,SL 20,1/8/2020,103
GPN 13629,Terminated,Country 3,Rank 9,Bronze,Approved,Analytics,Data platform,Data platformBronze,TECHNOLOGY,11/12/2018,SL 20,11/9/2018,3
GPN 1363,Active,Country 3,Rank 9,Bronze,Approved,Sector,Insurance,InsuranceBronze,BUSINESS,3/10/2020,SL 20,1/21/2020,49
GPN 13630,Active,Country 3,Rank 9,Bronze,Approved,Analytics,Data platform,Data platformBronze,TECHNOLOGY,2/25/2020,SL 20,1/11/2020,45
GPN 13631,Terminated,Country 3,Rank 9,Bronze,Approved,Analytics,Data visualization,Data visualizationBronze,TECHNOLOGY,6/4/2018,SL 20,3/13/2018,83
GPN 13632,Active,Country 3,Rank 9,Bronze,Approved,Cybersecurity,Cybersecurity,CybersecurityBronze,TECHNOLOGY,7/7/2020,SL 26,6/3/2020,34
GPN 13633,Active,Country 3,Rank 9,Bronze,Approved,Innovation,Agile,AgileBronze,BUSINESS,6/4/2020,SL 20,4/22/2020,43
GPN 13634,Active,Country 3,Rank 9,Bronze,Approved,Analytics,Data integration,Data integrationBronze,TECHNOLOGY,11/20/2018,SL 2,11/13/2018,7
GPN 13635,Active,Country 3,Rank 9,Bronze,Approved,Digital,Digital,DigitalBronze,BUSINESS,6/16/2020,SL 2,6/2/2020,14
GPN 13636,Active,Country 3,Rank 14,Bronze,Approved,Innovation,Agile,AgileBronze,BUSINESS,11/1/2019,SL 7,10/31/2019,1
GPN 13637,Active,Country 3,Rank 7,Bronze,Approved,Emerging Technology,Robotic process automation,Robotic process automationBronze,TECHNOLOGY,2/27/2019,SL 26,11/28/2018,91
GPN 13638,Active,Country 3,Rank 9,Bronze,Approved,Analytics,Data visualization,Data visualizationBronze,TECHNOLOGY,5/8/2019,SL 20,3/12/2019,57
GPN 13639,Active,Country 3,Rank 9,Bronze,Approved,Digital,Digital,DigitalBronze,BUSINESS,4/28/2020,SL 20,4/17/2020,11
GPN 1364,Active,Country 3,Rank 14,Bronze,Approved,Analytics,Data visualization,Data visualizationBronze,TECHNOLOGY,9/27/2019,SL 7,7/24/2019,65
GPN 13640,Active,Country 3,Rank 7,Bronze,Approved,Innovation,Design thinking,Design thinkingBronze,BUSINESS,4/9/2020,SL 20,3/21/2020,19
GPN 13641,Active,Country 3,Rank 15,Bronze,Approved,Analytics,Data visualization,Data visualizationBronze,TECHNOLOGY,5/28/2020,SL 15,5/26/2020,2
GPN 13642,Active,Country 3,Rank 8,Bronze,Approved,Digital,Digital,DigitalBronze,BUSINESS,5/6/2020,SL 20,4/21/2020,15
GPN 13643,Active,Country 3,Rank 8,Bronze,Approved,Sector,Insurance,InsuranceBronze,BUSINESS,1/20/2020,SL 20,9/26/2019,116
GPN 13644,Active,Country 3,Rank 14,Bronze,Approved,Innovation,Design thinking,Design thinkingBronze,BUSINESS,2/10/2020,SL 23,10/15/2019,118
GPN 13645,Active,Country 3,Rank 7,Bronze,Approved,Innovation,Agile,AgileBronze,BUSINESS,4/23/2020,SL 20,3/30/2020,24
GPN 13646,Active,Country 3,Rank 7,Silver,Approved,Analytics,Data architecture,Data architectureSilver,TECHNOLOGY,9/24/2018,SL 20,6/7/2018,109
GPN 13647,Active,Country 3,Rank 7,Bronze,Approved,Analytics,Data visualization,Data visualizationBronze,TECHNOLOGY,3/14/2018,SL 20,3/6/2018,8
GPN 13648,Active,Country 3,Rank 8,Bronze,Approved,Cybersecurity,Cybersecurity,CybersecurityBronze,TECHNOLOGY,1/11/2020,SL 20,1/24/2019,352
GPN 13649,Terminated,Country 3,Rank 9,Bronze,Approved,Analytics,Data integration,Data integrationBronze,TECHNOLOGY,3/15/2019,SL 20,3/11/2019,4
GPN 1365,Active,Country 3,Rank 1,Bronze,Approved,Cybersecurity,Cybersecurity,CybersecurityBronze,TECHNOLOGY,6/30/2020,SL 13,6/30/2020,0
GPN 13650,Active,Country 5,Rank 9,Bronze,Approved,Cybersecurity,Cybersecurity,CybersecurityBronze,TECHNOLOGY,4/27/2020,SL 20,5/30/2019,333
GPN 13651,Active,Country 5,Rank 7,Bronze,Approved,Emerging Technology,Blockchain,BlockchainBronze,TECHNOLOGY,3/3/2020,SL 20,3/5/2019,364
GPN 13652,Active,Country 5,Rank 7,Bronze,Approved,Analytics,Data integration,Data integrationBronze,TECHNOLOGY,3/3/2020,SL 20,12/9/2019,85
GPN 13653,Terminated,Country 3,Rank 9,Bronze,Approved,Analytics,Data integration,Data integrationBronze,TECHNOLOGY,3/13/2018,SL 20,2/20/2018,21
GPN 13654,Active,Country 3,Rank 8,Bronze,Approved,Analytics,Data visualization,Data visualizationBronze,TECHNOLOGY,5/7/2020,SL 20,5/3/2020,4
GPN 13655,Active,Country 3,Rank 8,Bronze,Approved,Analytics,Data integration,Data integrationBronze,TECHNOLOGY,3/25/2019,SL 20,3/22/2019,3
GPN 13656,Active,Country 3,Rank 9,Bronze,Approved,Analytics,Data architecture,Data architectureBronze,TECHNOLOGY,6/4/2020,SL 20,2/18/2020,107
GPN 13657,Active,Country 3,Rank 8,Bronze,Approved,Analytics,Data integration,Data integrationBronze,TECHNOLOGY,4/15/2020,SL 20,2/26/2020,49
GPN 13658,Active,Country 3,Rank 9,Bronze,Approved,Analytics,Data visualization,Data visualizationBronze,TECHNOLOGY,5/15/2020,SL 20,4/17/2020,28
GPN 13659,Active,Country 3,Rank 14,Bronze,Approved,Analytics,Data visualization,Data visualizationBronze,TECHNOLOGY,6/20/2018,SL 21,2/1/2018,139
GPN 1366,Active,Country 3,Rank 8,Bronze,Approved,Analytics,Data visualization,Data visualizationBronze,TECHNOLOGY,5/13/2020,SL 2,5/13/2020,0
GPN 13660,Active,Country 3,Rank 8,Bronze,Approved,Analytics,Data visualization,Data visualizationBronze,TECHNOLOGY,1/3/2019,SL 2,9/12/2018,113
GPN 13661,Active,Country 3,Rank 13,Bronze,Approved,Analytics,Data visualization,Data visualizationBronze,TECHNOLOGY,6/29/2020,SL 10,6/27/2020,2
GPN 13662,Active,Country 3,Rank 15,Bronze,Approved,Analytics,Data visualization,Data visualizationBronze,TECHNOLOGY,6/23/2020,SL 20,4/25/2019,425
GPN 13663,Active,Country 3,Rank 8,Bronze,Approved,Analytics,Data visualization,Data visualizationBronze,TECHNOLOGY,6/24/2020,SL 2,6/11/2020,13
GPN 13664,Active,Country 3,Rank 9,Bronze,Approved,Innovation,Design thinking,Design thinkingBronze,BUSINESS,7/9/2020,SL 26,4/7/2020,93
GPN 13665,Active,Country 3,Rank 9,Bronze,Approved,Innovation,Design thinking,Design thinkingBronze,BUSINESS,4/16/2019,SL 20,3/18/2019,29
GPN 13666,Active,Country 3,Rank 9,Bronze,Approved,Innovation,Agile,AgileBronze,BUSINESS,6/29/2020,SL 20,3/4/2020,117
GPN 13667,Terminated,Country 3,Rank 9,Bronze,Approved,Analytics,Data visualization,Data visualizationBronze,TECHNOLOGY,6/11/2019,SL 26,5/24/2019,18
GPN 13668,Active,Country 3,Rank 9,Bronze,Approved,Sector,WAM - Wealth management,WAM - Wealth managementBronze,BUSINESS,6/1/2020,SL 2,4/30/2020,32
GPN 13669,Active,Country 3,Rank 7,Bronze,Approved,Sector,Insurance,InsuranceBronze,BUSINESS,5/12/2020,SL 20,4/30/2019,378
GPN 1367,Active,Country 3,Rank 15,Bronze,Approved,Emerging Technology,Robotic process automation,Robotic process automationBronze,TECHNOLOGY,5/13/2020,SL 10,9/9/2019,247
GPN 13670,Active,Country 3,Rank 8,Bronze,Approved,Emerging Technology,Robotic process automation,Robotic process automationBronze,TECHNOLOGY,6/11/2020,SL 26,11/12/2019,212
GPN 13671,Active,Country 3,Rank 7,Bronze,Approved,Emerging Technology,Robotic process automation,Robotic process automationBronze,TECHNOLOGY,3/19/2019,SL 26,2/21/2019,26
GPN 13672,Active,Country 3,Rank 9,Bronze,Approved,Analytics,Data integration,Data integrationBronze,TECHNOLOGY,3/24/2020,SL 20,3/10/2020,14
GPN 13673,Active,Country 3,Rank 6,Bronze,Approved,Analytics,Data science,Data scienceBronze,TECHNOLOGY,6/3/2019,SL 20,11/14/2018,201
GPN 13674,Active,Country 3,Rank 9,Bronze,Approved,Sector,Insurance,InsuranceBronze,BUSINESS,1/13/2020,SL 20,11/6/2019,68
GPN 13675,Active,Country 3,Rank 9,Bronze,Approved,Analytics,Data integration,Data integrationBronze,TECHNOLOGY,3/10/2020,SL 20,1/6/2020,64
GPN 13676,Active,Country 3,Rank 6,Bronze,Approved,Digital age teaming,Inclusive Intelligence,Inclusive IntelligenceBronze,LEADERSHIP,3/18/2019,SL 26,3/2/2019,16
GPN 13677,Terminated,Country 3,Rank 8,Bronze,Approved,Analytics,Data platform,Data platformBronze,TECHNOLOGY,7/10/2018,SL 20,7/10/2018,0
GPN 13678,Terminated,Country 3,Rank 8,Bronze,Approved,Analytics,Data integration,Data integrationBronze,TECHNOLOGY,4/4/2018,SL 20,3/27/2018,8
GPN 13679,Active,Country 3,Rank 1,Bronze,Approved,Analytics,Data visualization,Data visualizationBronze,TECHNOLOGY,12/2/2019,SL 20,11/1/2019,31
GPN 1368,Active,Country 3,Rank 8,Bronze,Approved,Sector,WAM - Asset management,WAM - Asset managementBronze,BUSINESS,6/29/2020,SL 2,5/7/2020,53
GPN 13680,Active,Country 3,Rank 9,Bronze,Approved,Analytics,Data science,Data scienceBronze,TECHNOLOGY,3/16/2020,SL 25,3/6/2020,10
GPN 13681,Active,Country 3,Rank 9,Bronze,Approved,Cybersecurity,Cybersecurity,CybersecurityBronze,TECHNOLOGY,3/13/2020,SL 20,1/16/2020,57
GPN 13682,Active,Country 4,Rank 8,Bronze,Approved,Analytics,Data integration,Data integrationBronze,TECHNOLOGY,6/1/2020,SL 20,4/23/2020,39
GPN 13683,Active,Country 3,Rank 9,Bronze,Approved,Sector,Insurance,InsuranceBronze,BUSINESS,12/9/2019,SL 20,10/31/2019,39
GPN 13684,Active,Country 3,Rank 8,Bronze,Approved,Analytics,Data platform,Data platformBronze,TECHNOLOGY,6/22/2020,SL 20,5/27/2020,26
